Source,Target,Weight
AcneOrg,Neteller,3055
FoxyBingo,xat,583
FoxyBingo,MoneyBookers,7089
000webhost,NexusMods,105233
GamerzPlanet,MinecraftWorldMap,892
Experian,MinecraftWorldMap,116
17Media,Bell,2
Dodonew,Win7Vista,750
QuantumBooter,VK,214
BTSec,FoxyBingo,398
CheapAssGamer,Neopets,18216
OwnedCore,QatarNationalBank,44
AndroidForums,TRAI,222
Boxee,Experian,402
Minefield,MoDaCo,313
CannabisForum,uTorrent,617
Lifeboat,Warframe,3977
MySpace,SkTorrent,5133
GamerzPlanet,ThisHabboForum,2557
ModernBusinessSolutions,SumoTorrent,3733
BusinessAcumen,Plex,133
GameTuts,MuslimDirectory,43
TruckersMP,WarInc,1125
Nulled,XSplit,20679
Aternos,Sony,2
Gamigo,HeroesOfGaia,18708
Flashback,Lifeboat,218
Avast,Bell,4
BitTorrent,Teracod,11
BlueSnapRegpack,Nulled,3
Nihonomaru,VBulletin,8240
CivilOnline,MySpace,24149
MPGH,SkTorrent,1101
Boxee,CheapAssGamer,2493
EpicGames,R2Games,4902
FlashFlashRevolution,Warframe,1839
Lastfm,VK,1112321
Boxee,MangaTraders,250
Gawker,Warframe,337
Spirol,Taobao,11
GamerzPlanet,MyVidster,22
LizardSquad,QuantumBooter,396
AstroPID,Tumblr,726
MailRu,MyVidster,10
Avast,FoxyBingo,52
GamerzPlanet,SCDailyPhoneSpamList,5410
BigMoneyJobs,LinuxMint,12
CheapAssGamer,Warframe,693
LinkedIn,Minefield,3492
IGF,Nulled,3
ModernBusinessSolutions,PokemonCreed,4244
ModernBusinessSolutions,NextGenUpdate,45263
Uiggy,WildStar,571
AcneOrg,CivilOnline,289
Tumblr,UnrealEngine,35792
AcneOrg,MySpace,98446
CrackCommunity,NetEase,186
GFAN,WPT,35
MPGH,PixelFederation,127
DDO,SpecialKSpamList,41279
HackingTeam,PokemonCreed,1
Bell,Tianya,10
HeroesOfGaia,LizardSquad,26
Insanelyi,MyVidster,14
HeroesOfNewerth,PHPFreaks,2587
000webhost,BlueSnapRegpack,112
WHMCS,uTorrent,192
CrackCommunity,MPGH,1525
Dropbox,Neteller,196998
GameTuts,KMRU,33
Plex,Tumblr,37664
Vodafone,Yahoo,8
Aternos,Interpals,1013
BlueSnapRegpack,KMRU,4
Flashback,SumoTorrent,54
Boxee,MinecraftWorldMap,185
FoxyBingo,UnrealEngine,25
Nulled,Onverse,798
Minefield,Nulled,702
DLH,Patreon,13001
ClixSense,WPT,222
Bell,FFShrine,1
Nihonomaru,WHMCS,312
Dropbox,IGF,225
AndroidForums,Leet,1221
Insanelyi,Win7Vista,1249
QatarNationalBank,iDressup,108
BlackHatWorld,PSX-Scene,12626
NextGenUpdate,Stratfor,854
MinecraftWorldMap,PaddyPower,25
Plex,Uiggy,88
000webhost,NextGenUpdate,64146
Bell,WIIUISO,4
ModernBusinessSolutions,QatarNationalBank,836
000webhost,CrackCommunity,1291
126,Dropbox,6599
BlackHatWorld,EpicGames,2913
DLH,Dodonew,1534
HeroesOfGaia,xat,4517
HeroesOfGaia,PS3Hax,261
MinecraftPocketEditionForum,Warframe,80
Forbes,OwnedCore,1367
CivilOnline,LizardSquad,53
ClixSense,SumoTorrent,2440
AcneOrg,Mac-Torrents,1365
Bell,Interpals,3
BlackHatWorld,ModernBusinessSolutions,11636
LOTR,ThisHabboForum,306
Hemmakvall,WHMCS,2
DLH,IGF,4
AhaShare,Nihonomaru,1455
LoungeBoard,PixelFederation,2
FoxyBingo,Patreon,100
Boxee,PokemonCreed,721
Onverse,Uiggy,1015
Patreon,Rambler,267
000webhost,uTorrent,9471
BusinessAcumen,mSpy,1
COMELEC,Hemmelig,1
BlackHatWorld,Taobao,700
NetEase,xat,18044
Adobe,KMRU,16124
Nihonomaru,uTorrent,4204
iMesh,iPmart,154258
Adobe,PHPFreaks,55639
Nihonomaru,Tumblr,191188
Malwarebytes,PHPFreaks,840
LoungeBoard,iDressup,33
Comcast,Gawker,1145
Forbes,Nihonomaru,2750
CheapAssGamer,Malwarebytes,833
CheapAssGamer,PixelFederation,4
Lifeboat,WarInc,3052
GeekedIn,myRepoSpace,1186
Sony,mSpy,24
PaddyPower,WildStar,237
Patreon,Win7Vista,642
Forbes,SkTorrent,18
FoxyBingo,gPotato,463
Lookbook,myRepoSpace,188
DLH,MoDaCo,4574
MailRu,NextGenUpdate,817
000webhost,Trillian,107728
FFShrine,Lastfm,115414
Rambler,VBulletin,295
MailRu,Uiggy,411
Boxee,UnrealEngine,355
MPGH,XSplit,208152
CheapAssGamer,StarNet,1
mSpy,uTorrent,175
Lastfm,MuslimDirectory,989
Gamigo,Stratfor,1103
Lastfm,SCDailyPhoneSpamList,424882
MinecraftWorldMap,VBulletin,149
LinuxMint,MyVidster,2
DDO,MPGH,34656
Adobe,mSpy,45927
Nulled,SkTorrent,259
BattlefieldHeroes,MoDaCo,1
Gawker,Vodafone,35
MajorGeeks,Nulled,287
Experian,Tianya,1033
FlashFlashRevolution,StarNet,6
Pokebip,Stratfor,113
ArmyForceOnline,LizardSquad,147
Aipai,Leet,1747
NexusMods,SCDailyPhoneSpamList,25420
BigMoneyJobs,ThisHabboForum,4
AhaShare,SumoTorrent,4334
BlackHatWorld,Comcast,109
GamerzPlanet,Stratfor,418
Comcast,GFAN,1
HeroesOfGaia,MyVidster,5
Sony,Yahoo,279
Vodafone,uTorrent,44
MinecraftPocketEditionForum,Tianya,40
Aternos,MPGH,36948
Interpals,Lastfm,139751
AndroidForums,Comcast,1500
AndroidForums,Tianya,1255
LOTR,Solomid,2954
FoxyBingo,LinkedIn,13075
LizardSquad,WildStar,52
126,Mac-Torrents,6
MajorGeeks,PSX-Scene,1187
CivilOnline,MuslimDirectory,79
Nulled,OwnedCore,6131
GTAGaming,OwnedCore,2003
DDO,MajorGeeks,3268
Comcast,Malwarebytes,413
ClixSense,FoxyBingo,761
AstroPID,gPotato,38
ClixSense,WHMCS,1823
AstroPID,Plex,32
000webhost,KMRU,2944
Solomid,Vodafone,22
Avast,KMRU,81
AndroidForums,UnrealEngine,1431
CannabisForum,Neteller,3727
Insanelyi,Mac-Torrents,790
AndroidForums,Warframe,490
Hemmelig,Mac-Torrents,14
BlackHatWorld,Lastfm,38530
Rambler,Uiggy,377
Flashback,Solomid,58
FoxyBingo,SumoTorrent,86
Yahoo,mSpy,371
OwnedCore,PSX-Scene,8165
ClixSense,KMRU,407
Aipai,GTAGaming,192
BTSec,MoneyBookers,21915
SpecialKSpamList,TRAI,266
NextGenUpdate,Seedpeer,1432
GamerzPlanet,QuantumBooter,2389
LoungeBoard,Minefield,225
Dominos,Gamigo,21051
LizardSquad,uTorrent,17
CivilOnline,PSX-Scene,180
GeekedIn,Trillian,24306
GameTuts,SkTorrent,73
Aipai,Gawker,337
MuslimDirectory,SumoTorrent,30
Duowan,Experian,78
BigMoneyJobs,SpecialKSpamList,1743
17Media,QatarNationalBank,42
MailRu,Minefield,63
Gawker,Minefield,28
Dodonew,Insanelyi,265
Hemmakvall,Lookbook,98
Aipai,MyVidster,41
AstroPID,DLH,75
AhaShare,Uiggy,418
Warframe,iMesh,8560
Nival,PSX-Scene,636
GTAGaming,MoDaCo,1259
Neopets,PokemonCreed,13823
Dominos,PHPFreaks,45
Flashback,GamerzPlanet,117
PSX-Scene,XSplit,7660
Lifeboat,SCDailyPhoneSpamList,43322
MPGH,WHMCS,1815
ModernBusinessSolutions,iPmart,25623
PS3Hax,Stratfor,255
CannabisForum,Dominos,50
MailRu,QatarNationalBank,40
Hemmelig,WPT,1
COMELEC,Seedpeer,36
HackingTeam,Verified,2
17Media,Warframe,2183
Plex,iPmart,8828
ArmyForceOnline,Taobao,1211
Gawker,iMesh,16420
Dominos,Trillian,3414
Trillian,VK,88615
AcneOrg,PSX-Scene,7466
AndroidForums,PaddyPower,1370
MySpace,Sony,12183
MinecraftPocketEditionForum,WarInc,62
TRAI,WIIUISO,11
MoneyBookers,XSplit,18701
KMRU,Solomid,17
MPGH,Plex,4288
Stratfor,eThekwiniMunicipality,73
Lastfm,LinuxMint,28344
DDO,WarInc,31677
WPT,iPmart,122
17Media,OwnedCore,914
ArmyForceOnline,EpicGames,157
Aipai,Teracod,18
Pokebip,WPT,5
Seedpeer,SkTorrent,105
Lifeboat,OwnedCore,3330
Dodonew,VK,8074
Dropbox,VBulletin,54025
CannabisForum,Vodafone,13
MinecraftWorldMap,PHPFreaks,102
Adobe,XSplit,897228
Yahoo,iDressup,854
Hemmakvall,Rambler,1
MajorGeeks,NexusMods,9541
BigMoneyJobs,xat,26
ArmyForceOnline,CheapAssGamer,408
Dropbox,Teracod,3522
Lookbook,PokemonCreed,569
BTSec,BlueSnapRegpack,724
Dropbox,MangaTraders,77076
Bell,Forbes,8
000webhost,iPmart,106318
LizardSquad,Teracod,6
ArmyForceOnline,Rambler,678
Interpals,KMRU,706
Onverse,Stratfor,692
EpicGames,QatarNationalBank,4
Insanelyi,LinuxMint,206
Hemmelig,Lifeboat,88
Bell,Nihonomaru,2
MoneyBookers,MuslimDirectory,577
Insanelyi,Neteller,561
LOTR,LoungeBoard,212
FlashFlashRevolution,WildStar,7853
GFAN,Insanelyi,1098
BattlefieldHeroes,WarInc,7
Verified,Xbox-Scene,48
BigMoneyJobs,Nival,6
Nulled,R2Games,15831
AcneOrg,EpicGames,745
DDO,SprashivaiRu,145
BigMoneyJobs,Pokebip,2
ArmyForceOnline,Hemmelig,42
AstroPID,xat,148
AndroidForums,StarNet,22
FoxyBingo,Stratfor,119
Experian,Hemmelig,14
HeroesOfGaia,XSplit,2400
AcneOrg,Dominos,92
Flashback,Leet,202
PSX-Scene,Patreon,1848
BlueSnapRegpack,CheapAssGamer,19
Bell,Dodonew,10
AhaShare,Patreon,244
Patreon,SprashivaiRu,332
GeekedIn,Plex,5836
FlashFlashRevolution,PS3Hax,3023
Teracod,Uiggy,24
DDO,gPotato,71737
000webhost,TruckersMP,3163
FoxyBingo,VBulletin,150
Avast,PokemonCreed,684
CrackCommunity,MailRu,19
Gawker,WHMCS,357
MangaTraders,gPotato,28183
BusinessAcumen,SpecialKSpamList,339
PokemonCreed,QatarNationalBank,21
BTSec,FFShrine,17837
Spirol,ThisHabboForum,1
PaddyPower,Teracod,27
KMRU,Patreon,50
GTAGaming,Lifeboat,1117
CrackCommunity,R2Games,387
AcneOrg,Hemmelig,25
Forbes,VBulletin,2131
AcneOrg,NetEase,4136
GamerzPlanet,MySpace,197171
CannabisForum,Lookbook,453
PSX-Scene,Vodafone,22
AcneOrg,PHPFreaks,2533
BigMoneyJobs,OwnedCore,11
BlueSnapRegpack,Win7Vista,4
CheapAssGamer,UnrealEngine,1923
Comcast,iDressup,389
Lifeboat,WPT,284
CrackCommunity,PS3Hax,180
GameTuts,PHPFreaks,932
QuantumBooter,Stratfor,62
ArmyForceOnline,SkTorrent,1275
Flashback,myRepoSpace,19
Experian,FlashFlashRevolution,5838
LizardSquad,Xbox-Scene,71
MyVidster,SkTorrent,1
HeroesOfNewerth,Warframe,24977
AndroidForums,Stratfor,1895
Lookbook,Teracod,48
PaddyPower,iMesh,34305
Avast,BTSec,11176
Bell,BlackHatWorld,3
MPGH,Taobao,3545
000webhost,BitTorrent,873
Patreon,Solomid,3137
Seedpeer,TruckersMP,29
CheapAssGamer,uTorrent,1773
AhaShare,Leet,340
Dropbox,VK,503579
AhaShare,Xbox-Scene,518
Dominos,WHMCS,72
MySpace,PSX-Scene,46518
KMRU,Lastfm,10959
GamerzPlanet,NexusMods,59352
IGF,Plex,25
GamerzPlanet,LOTR,6435
Boxee,WildStar,579
FlashFlashRevolution,PokemonCreed,1353
QuantumBooter,iDressup,108
AcneOrg,LOTR,1965
CheapAssGamer,Dropbox,58307
BlueSnapRegpack,XSplit,40
MailRu,WIIUISO,334
PokemonCreed,Vodafone,5
CannabisForum,PixelFederation,2
17Media,Aipai,165692
Comcast,ThisHabboForum,1
PokemonCreed,R2Games,23255
Interpals,mSpy,857
NextGenUpdate,SCDailyPhoneSpamList,11072
CivilOnline,Patreon,222
R2Games,TRAI,803
HeroesOfNewerth,myRepoSpace,2392
CheapAssGamer,Gamigo,5298
Flashback,WarInc,194
GeekedIn,Mac-Torrents,442
Aternos,CheapAssGamer,194
BTSec,PaddyPower,4007
17Media,Lastfm,24443
NextGenUpdate,UnrealEngine,4451
Yandex,iDressup,22
GeekedIn,HeroesOfNewerth,16934
EpicGames,GTAGaming,1077
DLH,ThisHabboForum,1280
NextGenUpdate,Spirol,8
HeroesOfGaia,R2Games,34252
Mac-Torrents,PixelFederation,2
MinecraftWorldMap,Yandex,2
ModernBusinessSolutions,Win7Vista,4438
Adobe,Onverse,64935
Lookbook,Verified,11
TruckersMP,Yandex,10
BlackHatWorld,Dodonew,1056
BlackHatWorld,mSpy,541
StarNet,WHMCS,24
HeroesOfGaia,Vodafone,4
BlueSnapRegpack,Tianya,31
Aipai,Duowan,120247
Seedpeer,iPmart,7846
MangaTraders,Stratfor,582
Malwarebytes,iMesh,3124
Stratfor,Warframe,69
AcneOrg,AhaShare,141
MuslimDirectory,Onverse,88
SCDailyPhoneSpamList,WIIUISO,5044
PHPFreaks,Warframe,71
MoDaCo,Neteller,8500
Patreon,PixelFederation,58
DDO,Lookbook,982
COMELEC,Xbox-Scene,32
BigMoneyJobs,WildStar,10
MySpace,WHMCS,14423
ClixSense,Forbes,4314
Minefield,mSpy,57
FFShrine,uTorrent,2188
GameTuts,Uiggy,646
Onverse,mSpy,576
IGF,Mac-Torrents,70
Dominos,GeekedIn,895
Gawker,Interpals,1462
ServerPact,WildStar,245
Win7Vista,gPotato,2185
GameTuts,Teracod,84
COMELEC,Trillian,656
ArmyForceOnline,iPmart,2207
Nulled,VBulletin,1654
Boxee,LoungeBoard,76
PixelFederation,Xbox-Scene,8
Gawker,NetEase,8763
PHPFreaks,mSpy,112
Lifeboat,SpecialKSpamList,95771
CheapAssGamer,SumoTorrent,346
ClixSense,NetEase,19116
CheapAssGamer,Rambler,6
Flashback,Plex,316
GamerzPlanet,Pokebip,892
HackForums,PHPFreaks,1125
FlashFlashRevolution,MangaTraders,16190
PaddyPower,Yandex,5
Dodonew,HeroesOfGaia,696
Gamigo,MoneyBookers,116635
Nival,WIIUISO,1171
ArmyForceOnline,Tianya,2531
KMRU,QatarNationalBank,8
000webhost,ThisHabboForum,4355
FFShrine,Stratfor,820
ArmyForceOnline,SCDailyPhoneSpamList,4871
BlueSnapRegpack,Mac-Torrents,1
BitTorrent,Forbes,385
BlackHatWorld,Yandex,8
AstroPID,CheapAssGamer,371
Aternos,ModernBusinessSolutions,16401
LinkedIn,Xbox-Scene,41541
BigMoneyJobs,GameTuts,4
Nival,SCDailyPhoneSpamList,3596
EpicGames,MySpace,62109
DDO,Plex,3780
SumoTorrent,Yahoo,265
Dropbox,Nulled,18779
CrackCommunity,Rambler,5
Pokebip,VBulletin,156
BlueSnapRegpack,FlashFlashRevolution,33
FoxyBingo,SprashivaiRu,8
BattlefieldHeroes,Patreon,2
BitTorrent,Malwarebytes,175
GeekedIn,PixelFederation,11
DLH,Flashback,71
GameTuts,Gamigo,13326
ClixSense,Hemmakvall,33
HeroesOfGaia,Nival,2619
BusinessAcumen,Experian,1
PokemonCreed,TRAI,6
Minefield,OwnedCore,1235
BlueSnapRegpack,Nihonomaru,18
HackingTeam,LOTR,5
ModernBusinessSolutions,Stratfor,25630
Pokebip,eThekwiniMunicipality,1
FoxyBingo,MySpace,59501
PS3Hax,iPmart,20639
Neteller,Tesco,12
Hemmakvall,TruckersMP,12
BattlefieldHeroes,Dodonew,1
QatarNationalBank,Seedpeer,57
Gawker,Tumblr,84973
126,MajorGeeks,10
CannabisForum,Flashback,117
MPGH,Win7Vista,5345
GTAGaming,SprashivaiRu,116
Hemmakvall,Tumblr,2053
FFShrine,eThekwiniMunicipality,5
NetEase,Solomid,4955
Aipai,FoxyBingo,58
HackingTeam,iDressup,3
EpicGames,Lastfm,57480
Duowan,Nival,49
TruckersMP,Yahoo,9
Aipai,CrackCommunity,24
HeroesOfNewerth,WarInc,102665
Boxee,Yandex,1
MuslimDirectory,Taobao,75
Duowan,GameTuts,62
SprashivaiRu,xat,755
Dominos,Solomid,260
LizardSquad,myRepoSpace,151
PS3Hax,Tianya,425
PHPFreaks,R2Games,1337
WildStar,iMesh,14058
Dodonew,NexusMods,35355
CheapAssGamer,MajorGeeks,3239
Nulled,PixelFederation,16
CrackCommunity,Hemmakvall,14
PSX-Scene,WPT,44
BattlefieldHeroes,HackForums,3
Flashback,GameTuts,52
Interpals,XSplit,13934
Bell,iMesh,148
AhaShare,MoDaCo,2264
GamerzPlanet,HackForums,8201
Boxee,HackForums,185
CrackCommunity,Warframe,23
QuantumBooter,SprashivaiRu,14
CannabisForum,Solomid,910
Dodonew,NextGenUpdate,2862
Gawker,ModernBusinessSolutions,18813
MyVidster,TRAI,1
AndroidForums,Bell,4
NetEase,Tesco,53
Patreon,myRepoSpace,1070
BlackHatWorld,Uiggy,411
Aternos,HeroesOfGaia,250
BigMoneyJobs,NextGenUpdate,16
HeroesOfGaia,OwnedCore,1206
ThisHabboForum,gPotato,823
Lastfm,Verified,777
SumoTorrent,gPotato,1049
GamerzPlanet,Gawker,1187
GFAN,OwnedCore,4062
AstroPID,MySpace,580
Aternos,SprashivaiRu,514
Avast,Patreon,852
FFShrine,Neopets,47517
Interpals,Minefield,900
Boxee,NetEase,1390
MinecraftPocketEditionForum,TruckersMP,16
LizardSquad,MinecraftPocketEditionForum,16
Onverse,PHPFreaks,125
GTAGaming,MyVidster,4
Duowan,Seedpeer,38
Gawker,R2Games,4151
MinecraftWorldMap,Uiggy,151
DLH,TruckersMP,5308
MinecraftWorldMap,VK,676
ClixSense,R2Games,52187
BusinessAcumen,R2Games,10
Nulled,iPmart,6358
Pokebip,Rambler,11
Aipai,GamerzPlanet,1098
Patreon,iMesh,15452
DDO,Solomid,5849
COMELEC,ClixSense,2919
MySpace,Patreon,154646
PS3Hax,Tesco,1
BlackHatWorld,VBulletin,17318
iDressup,uTorrent,304
GeekedIn,XSplit,13001
EpicGames,Yandex,9
CrackCommunity,XSplit,580
Aternos,Warframe,9930
CheapAssGamer,WIIUISO,6893
CannabisForum,CrackCommunity,37
Avast,Vodafone,18
Hemmakvall,Nival,24
GameTuts,WildStar,2527
BattlefieldHeroes,iPmart,5
WarInc,gPotato,18599
CrackCommunity,Seedpeer,50
SCDailyPhoneSpamList,SumoTorrent,1552
NexusMods,VBulletin,9315
MinecraftPocketEditionForum,PHPFreaks,22
ClixSense,Sony,344
Gamigo,MuslimDirectory,61
Adobe,Boxee,31242
QatarNationalBank,iPmart,378
MinecraftPocketEditionForum,Stratfor,20
Boxee,mSpy,113
Aternos,Hemmelig,1
Uiggy,WHMCS,52
MajorGeeks,Minefield,14
CheapAssGamer,Nulled,603
Adobe,LizardSquad,1996
Neopets,NexusMods,222501
PixelFederation,SpecialKSpamList,221
MangaTraders,iDressup,2702
BlueSnapRegpack,COMELEC,3
000webhost,AcneOrg,3657
Boxee,Tumblr,14369
Lookbook,Yahoo,879
17Media,Rambler,3
Trillian,WPT,994
Hemmakvall,Lifeboat,33
AcneOrg,MinecraftWorldMap,135
LinkedIn,MPGH,68982
LizardSquad,Patreon,271
MailRu,Plex,291
ArmyForceOnline,MoneyBookers,1966
Adobe,Sony,6263
EpicGames,PS3Hax,2345
Insanelyi,NextGenUpdate,6182
CrackCommunity,MinecraftWorldMap,37
Dropbox,HeroesOfGaia,6562
Uiggy,Xbox-Scene,62
ModernBusinessSolutions,Seedpeer,5602
000webhost,WPT,321
CrackCommunity,Tianya,44
FFShrine,mSpy,333
IGF,xat,2
FoxyBingo,LOTR,178
Aipai,Patreon,369
MySpace,mSpy,85935
FFShrine,LOTR,9409
Aipai,QatarNationalBank,24
AhaShare,EpicGames,286
AhaShare,BusinessAcumen,31
WildStar,XSplit,105066
HeroesOfNewerth,SprashivaiRu,11458
Malwarebytes,PaddyPower,145
GTAGaming,PS3Hax,2296
Insanelyi,PaddyPower,102
Dominos,MoneyBookers,17711
Duowan,Flashback,3
GeekedIn,Onverse,274
SprashivaiRu,ThisHabboForum,147
Adobe,Aternos,46092
LinuxMint,Neopets,1720
MySpace,StarNet,3611
AcneOrg,AndroidForums,2064
HeroesOfNewerth,Teracod,692
GamerzPlanet,LinkedIn,29340
SprashivaiRu,WIIUISO,29
CannabisForum,Forbes,790
Comcast,Warframe,55
LinuxMint,Solomid,288
126,Onverse,1
AndroidForums,Lastfm,127354
Avast,Verified,9
Dominos,Experian,130
Pokebip,Warframe,1346
SkTorrent,Xbox-Scene,37
CivilOnline,myRepoSpace,346
17Media,Gamigo,1052
CivilOnline,Yahoo,166
Experian,LoungeBoard,25
FlashFlashRevolution,Hemmakvall,97
126,MoneyBookers,61
KMRU,ThisHabboForum,124
Aipai,StarNet,2
000webhost,HackForums,37080
R2Games,VK,71339
MangaTraders,Teracod,88
HackForums,MPGH,19778
CheapAssGamer,iDressup,545
GamerzPlanet,Warframe,4150
KMRU,PS3Hax,43
MoneyBookers,SCDailyPhoneSpamList,12101
FFShrine,NexusMods,72006
BitTorrent,Vodafone,3
CivilOnline,WPT,30
Solomid,Tianya,482
Malwarebytes,SpecialKSpamList,2514
SpecialKSpamList,SumoTorrent,2045
FlashFlashRevolution,MoneyBookers,5352
Adobe,PokemonCreed,13376
Interpals,Tianya,4861
BusinessAcumen,Trillian,423
BitTorrent,R2Games,448
Nival,VK,332224
GFAN,HeroesOfGaia,390
AstroPID,LOTR,20
Leet,iPmart,4023
PHPFreaks,Pokebip,204
DDO,Lastfm,217157
Boxee,KMRU,17
Flashback,QuantumBooter,21
GameTuts,myRepoSpace,2442
Malwarebytes,TruckersMP,41
BTSec,Plex,13305
CannabisForum,MailRu,243
IGF,LoungeBoard,4
VBulletin,Yandex,12
HackForums,Neteller,1835
AcneOrg,VK,1809
BTSec,HeroesOfGaia,1809
Bell,MuslimDirectory,1
LoungeBoard,R2Games,1544
NetEase,VBulletin,7227
Boxee,FoxyBingo,12
Lastfm,Nulled,12321
DDO,QuantumBooter,215
DLH,VK,81716
DDO,PixelFederation,98
Minefield,gPotato,1124
Interpals,Nival,6218
HackingTeam,Warframe,1
CannabisForum,HackForums,640
Avast,Rambler,682
17Media,EpicGames,106
Duowan,UnrealEngine,324
126,Boxee,2
LOTR,PHPFreaks,1352
AcneOrg,LizardSquad,35
Nulled,TRAI,60
MinecraftPocketEditionForum,Seedpeer,9
MajorGeeks,iPmart,7570
LinkedIn,MyVidster,1766
ClixSense,Gamigo,15047
ClixSense,MoDaCo,5980
AstroPID,MajorGeeks,20
COMELEC,NetEase,655
PokemonCreed,SumoTorrent,70
QatarNationalBank,StarNet,1
Aipai,ArmyForceOnline,566
BTSec,StarNet,178
MinecraftWorldMap,TruckersMP,143
MyVidster,NetEase,250
Neteller,mSpy,3003
Malwarebytes,Tumblr,7624
BusinessAcumen,iDressup,6
17Media,BusinessAcumen,2
Hemmakvall,Malwarebytes,6
Neteller,QuantumBooter,78
Dodonew,iPmart,7685
GamerzPlanet,PS3Hax,6771
TRAI,WarInc,20
Hemmakvall,Insanelyi,26
VBulletin,Xbox-Scene,4566
MinecraftWorldMap,Verified,1
Minefield,Rambler,4
BigMoneyJobs,iPmart,52
NexusMods,myRepoSpace,3237
MuslimDirectory,SkTorrent,9
PokemonCreed,VK,1155
OwnedCore,Sony,26
BitTorrent,Taobao,39
Duowan,Tianya,119184
PokemonCreed,Sony,1
DLH,Trillian,14064
MPGH,NextGenUpdate,121283
Adobe,IGF,328
Bell,Dropbox,539
WarInc,iMesh,44452
126,HackForums,1
AhaShare,Aternos,20
Malwarebytes,Yahoo,324
SpecialKSpamList,WHMCS,686
Interpals,OwnedCore,3111
HeroesOfGaia,MinecraftPocketEditionForum,23
StarNet,Warframe,40
Flashback,Vodafone,1
MinecraftPocketEditionForum,MinecraftWorldMap,51
DDO,Insanelyi,616
MoDaCo,MuslimDirectory,251
NextGenUpdate,WarInc,20510
Dropbox,PHPFreaks,22769
Dominos,MajorGeeks,62
NetEase,SumoTorrent,2718
BitTorrent,LoungeBoard,31
AcneOrg,SumoTorrent,115
DDO,Gawker,8366
AndroidForums,MinecraftWorldMap,272
CrackCommunity,Uiggy,10
AhaShare,WarInc,376
BitTorrent,GFAN,356
Nulled,iMesh,8741
WPT,xat,389
ModernBusinessSolutions,UnrealEngine,10027
Aternos,Forbes,134
myRepoSpace,xat,2650
Lifeboat,R2Games,116720
Tumblr,Yahoo,49450
Lifeboat,MyVidster,6
GFAN,Neteller,1438
MinecraftPocketEditionForum,PixelFederation,1
FFShrine,SCDailyPhoneSpamList,4729
PSX-Scene,QuantumBooter,321
Insanelyi,XSplit,2303
HackingTeam,VBulletin,19
Hemmelig,MinecraftWorldMap,4
AcneOrg,Sony,73
BigMoneyJobs,ClixSense,87
Adobe,SCDailyPhoneSpamList,1401756
MangaTraders,NexusMods,59187
BTSec,Solomid,4775
BTSec,iDressup,11497
iPmart,xat,16284
000webhost,XSplit,131019
Plex,Tianya,190
R2Games,Rambler,3419
Dodonew,QatarNationalBank,174
R2Games,SumoTorrent,4263
Onverse,Taobao,826
CrackCommunity,OwnedCore,300
Interpals,Lookbook,12608
Gamigo,Xbox-Scene,3167
Dominos,Nihonomaru,1655
MoDaCo,Yahoo,991
ServerPact,SkTorrent,14
BigMoneyJobs,MangaTraders,7
Insanelyi,iPmart,8756
Neopets,Vodafone,569
GamerzPlanet,HeroesOfNewerth,82084
Plex,Taobao,138
Nival,Patreon,3482
CivilOnline,ThisHabboForum,668
BlackHatWorld,QatarNationalBank,26
LoungeBoard,SpecialKSpamList,333
Hemmelig,SprashivaiRu,5
HackForums,iMesh,11055
000webhost,UnrealEngine,22159
COMELEC,Onverse,192
Gawker,LOTR,10599
DLH,Warframe,20381
DDO,Nihonomaru,27207
Boxee,MuslimDirectory,3
17Media,Neteller,662
Malwarebytes,MoneyBookers,693
Boxee,TRAI,2
FFShrine,QuantumBooter,90
BlueSnapRegpack,CivilOnline,6
PSX-Scene,Stratfor,163
CivilOnline,WildStar,8
LinkedIn,VK,651679
GameTuts,Insanelyi,1811
Leet,MoneyBookers,4180
EpicGames,Plex,1948
Boxee,VBulletin,7652
PaddyPower,Sony,3
MPGH,Mac-Torrents,1629
Avast,CheapAssGamer,6180
MinecraftWorldMap,SprashivaiRu,48
PaddyPower,Tumblr,13591
AstroPID,MoDaCo,40
Malwarebytes,gPotato,821
Flashback,Malwarebytes,13
WIIUISO,myRepoSpace,1697
GTAGaming,Yahoo,158
Sony,Trillian,248
R2Games,uTorrent,5910
HackForums,MoneyBookers,2804
17Media,Boxee,40
PaddyPower,R2Games,3458
FlashFlashRevolution,Xbox-Scene,6789
HeroesOfNewerth,Sony,65
126,MPGH,176
AstroPID,Nihonomaru,316
Teracod,ThisHabboForum,23
MoDaCo,Win7Vista,8335
17Media,SprashivaiRu,63
126,R2Games,502
Adobe,BusinessAcumen,127
HackingTeam,UnrealEngine,5
BattlefieldHeroes,Plex,1
Flashback,Onverse,100
NetEase,NexusMods,219063
UnrealEngine,mSpy,114
Hemmakvall,Hemmelig,2
Leet,NextGenUpdate,6449
MySpace,Taobao,59739
HeroesOfNewerth,Yahoo,3213
MyVidster,Neteller,16
MajorGeeks,Patreon,1109
CheapAssGamer,Hemmelig,7
ArmyForceOnline,NetEase,6668
FlashFlashRevolution,HeroesOfNewerth,66598
AndroidForums,ClixSense,4296
GFAN,VBulletin,2178
Neteller,TRAI,40
000webhost,AstroPID,1069
EpicGames,Nival,872
Lifeboat,NetEase,33729
CivilOnline,Teracod,16
HeroesOfGaia,Tianya,564
Insanelyi,MangaTraders,734
BTSec,Onverse,7291
